"","SN_C1","SN_C2","SN_C3","SN_C4","SN_C5","SN_PD1","SN_PD2","SN_PD3","SN_PD4","SN_PD5"
"ENSG00000153832",231.674,203.933,239.061,272.462,112.435,271.21,91.949,150.675,240.704,237.267
"ENSG00000153879",1704,777,844,2091,653,1385,1386,1268,1321,1913
"ENSG00000153885",792,438,713,936,414,978,649,604,750,1106.999
"ENSG00000153896",197.937,134.24,190.659,265.598,125.016,239.259,145.53,142.814,244.564,245.264
"ENSG00000153898",32.994,12.711,14.376,42.541,10,17.088,8,23.993,21.873,19.058
"ENSG00000153902",1932.999,2121.001,2645.002,2666.999,1199,2148.999,1363,1721.999,2227.999,2320.999
"ENSG00000153904",3167.884,2066,1963,3098,1482.548,3138,1098,1541.523,2935.75,2268
"ENSG00000153914",2861.965,1755.788,2056.07,3245.102,1242.865,2487.808,1895.328,2518.401,2946.77,3664.002
"ENSG00000153922",1068,602,616.001,1226,434,976.999,524.001,843.005,1200,1236.001
"ENSG00000153923",0,1,0,0,0,0,0,0,0,0
"ENSG00000153930",86,55,87,112,64,126,41,82,113,93
"ENSG00000153933",550.306,401.856,459.488,878.827,454.614,784.187,379.438,546.746,649.01,798.7
"ENSG00000153936",1073.102,544.039,636.861,1105,519.853,960,400.763,793.504,1023,926
"ENSG00000153944",4669.723,2516.181,3154.729,4424.92,2014.942,4101.323,2483.987,3294.993,4009.285,4619.226
"ENSG00000153956",1364.999,749,991.999,1730.999,1065.999,1830.001,389,1191,1702.999,1435
"ENSG00000153975",331.001,171,187.001,301,169,301,144,185,259,265
"ENSG00000153976",3.797,0,0,2.058,1.035,2,1.115,0,3,6.159
"ENSG00000153982",370.654,253.363,296.542,540.13,291.862,542.79,149.262,363.138,501.987,378.404
"ENSG00000153989",1510.888,700,798.663,1703,658.356,1348.237,585.986,1190.945,1372,1578.802
"ENSG00000153993",247.125,132.904,228.036,358.951,249.656,367.173,81.008,289.984,316.219,290.31
"ENSG00000154001",1242,730,731,1429,667.001,1239.96,595.001,1094.001,1235.001,1233
"ENSG00000154007",0,0,0,0,0,0,1,0,0,0
"ENSG00000154016",173.211,73.456,127.686,124.347,54.785,113.082,127.698,120.386,120.372,121.968
"ENSG00000154025",11.017,6,9.016,6.007,10,9.008,6.001,5.013,10.577,9.826
"ENSG00000154027",2842.005,1960.633,1719.939,3203.748,1842.408,3365.527,868.71,2031.344,3226.459,2268.802
"ENSG00000154040",213.806,123.217,160.648,322.733,146.686,316.352,176.298,254.122,227.117,202.134
"ENSG00000154059",1274.856,739.805,845.31,1275.939,682.816,1275.968,281.902,982.082,1343.769,1048.003
"ENSG00000154065",589.032,254.846,368.064,648.568,354.548,545.901,181.598,401.65,467.999,379.643
"ENSG00000154079",289.492,189.841,199.513,409.099,183.925,319.432,106.585,265.31,312.529,235.655
"ENSG00000154080",133.213,97.811,83.526,180.331,53.057,184.009,68.481,149.419,167.051,231.861
"ENSG00000154096",5678.001,3566.703,3869.684,8172.001,5600.834,6082.001,1439,3671.999,4465.631,2667.999
"ENSG00000154099",291.012,218.758,407.281,532.987,324.112,348.576,255.687,291.8,435.551,612.674
"ENSG00000154102",17,7.864,13,19.407,8,21,9,7.993,17,19.001
"ENSG00000154114",786,429.999,472.048,677,358.001,691,244.001,603.001,740,679
"ENSG00000154118",1289,836,835,1977.001,1243,1477,430,969,1353,911.999
"ENSG00000154122",4579.481,3388.203,3376.262,5642.888,3002.048,5355.024,3285.404,4134.878,4593.68,4789.594
"ENSG00000154124",686.644,335.33,416.895,763.877,328.478,678.025,498.845,581.13,651.033,794.524
"ENSG00000154127",715.012,165.001,326.714,851.325,568.014,414,81.205,574.999,398.545,229
"ENSG00000154133",745.596,391.524,509.6,1088.988,376.629,451.499,368.364,489.226,368.124,420.121
"ENSG00000154134",619.999,382,549,596,366.001,645.998,309.999,404,572.001,371
"ENSG00000154143",0,0,0,0,0,0,0,0,0,0
"ENSG00000154144",2603.904,1726.907,1776.112,3072.491,1539.679,2699.171,1170.325,2270.574,2778.909,2426.725
"ENSG00000154146",534,422,359,1217,644,725,293,310,705,421
"ENSG00000154153",3434.999,2003,2004,2953,1424.999,2555,841.001,1997,2938,2462.001
"ENSG00000154162",83.454,51.652,53.249,102.519,67.28,89.193,36.724,84.845,71.689,65.327
"ENSG00000154165",1,1,2,3,0,0,0,1,1,0
"ENSG00000154174",2179,1173,1255,2543,1376,2085.001,674,1712,2099,1697
"ENSG00000154175",432.894,174.678,283.652,262.171,122.078,412.126,121.395,375.849,329.936,328.497
"ENSG00000154188",191.725,138.097,148.052,234.791,95.77,267.474,109.128,262.014,274.485,408.935
"ENSG00000154198",1,0,2.215,0,1.531,0,0,1.092,1.558,0
"ENSG00000154217",1998.945,1496,1474.999,2306.097,1210.126,1944.43,1195.421,1075.317,2292.129,1948.239
"ENSG00000154222",1740.053,1113.59,1304.843,1900.831,954.932,1719.755,913.892,1592.466,1555.214,1443.259
"ENSG00000154227",4,3,4,1,2,6,4,1,7,15
"ENSG00000154229",4339.02,3518.095,3162.216,4862.732,2309.401,4528.305,1990.74,2948.787,4008.821,4027.8
"ENSG00000154237",733.253,290.581,520.136,688.205,363.174,722.399,387.399,832.959,603.594,607.943
"ENSG00000154240",450.475,275.167,301.643,458.431,167.644,335.57,306.126,369.01,402.788,509.792
"ENSG00000154252",0,0,0,0,0,0,3,0,0,0
"ENSG00000154258",567.192,662.365,545.677,1166.244,427.615,769.186,393.437,767.04,702.471,1076.498
"ENSG00000154262",414.211,948.713,438.671,1010.884,367.571,1334.121,495.59,1582.858,995.894,950.882
"ENSG00000154263",166.671,111.863,102.931,267.909,73.506,147.029,59.226,126.846,149.192,182.793
"ENSG00000154265",1658.882,1075.981,1131.184,2078.385,1000.039,1652.027,523,1380.05,1886.429,1999.643
"ENSG00000154269",24.005,10,24,26.002,21,40.929,5,26,34,34
"ENSG00000154274",120.901,78.705,63.973,210.666,69.488,137.782,105.527,109.228,123.772,81.729
"ENSG00000154277",19062.001,9294,10347,22558.001,12251,13449,4526,11641.998,10175.999,8118
"ENSG00000154305",2204.555,1137.474,1370.344,2754.925,1237.129,2517.135,963.869,2107.08,2367.246,2079.067
"ENSG00000154309",180.192,114.19,137.722,230,110.12,177.437,132,143.754,152.399,223.288
"ENSG00000154310",1749,1211.001,1433,2009,1254.999,2402.998,892,1399,2403,1755.001
"ENSG00000154316",44,22,50,50,37.999,58,13.08,45.999,56,37.999
"ENSG00000154319",959,491,712,690,570,1022,422,496,889.001,684
"ENSG00000154328",1103,591,659,1417,620,996.999,662.999,723.999,1054.001,943
"ENSG00000154330",329.431,166.032,304.576,330.316,194.468,408.842,313.2,492.332,441.343,386.258
"ENSG00000154342",0,0,0,0,0,0,0,0,1,0
"ENSG00000154358",554.796,311.849,401.151,888.396,555.014,925.345,445.3,553.937,685.831,441.345
"ENSG00000154359",730.001,445,427.999,757.001,310.999,529.999,212.999,523.001,658.999,636
"ENSG00000154370",477.827,261.361,332.25,537.049,301.997,440.844,345.807,372.325,422.372,478.239
"ENSG00000154380",3800.122,2092.347,2421.737,3830.415,1694.727,3540.085,2124.13,2599.338,3890.315,3784.74
"ENSG00000154415",0,0,1,0,0,0,0,0,0,0
"ENSG00000154429",1478,1087,1000.936,1622.922,742.001,1859.999,732,1246,1593,1713.001
"ENSG00000154438",9.341,6.508,7.291,9.375,2.008,12.188,14.258,6.015,7.851,8.071
"ENSG00000154447",998,656,680,1117,628,1051,463,891,1254,871
"ENSG00000154451",167.271,29.612,27.893,73.821,28.19,50.231,16.464,68.699,51.431,44.88
"ENSG00000154473",2033.002,1336.001,1364.747,2246,1001.881,2115.789,1097,1773.349,2097.002,2208.302
"ENSG00000154478",362,206,112,358,226,218,48.001,213,262,92
"ENSG00000154479",163,153,138,189,67,167,213,169,173,403.001
"ENSG00000154485",8,2,6,5,1,6,6,7,3,8
"ENSG00000154493",801,585.001,677,771,472,1074.999,416,796,875,868
"ENSG00000154511",1482.999,1146,1045,1880,759,2028.999,679,1553,1934,1832.999
"ENSG00000154518",4302.846,2516.194,2572.008,5492.459,2611.876,3695.611,1836.309,2874.782,3401.775,2607.608
"ENSG00000154529",540.463,295.721,513.202,770.964,345.066,482.301,252.568,527.71,548.536,602.395
"ENSG00000154537",50.581,23.653,30,67.806,27,47.977,27.605,40.321,32,39.945
"ENSG00000154545",1119.8,719.96,1092.595,1675.069,1050.626,1074.509,629.054,835.119,1383.957,702.943
"ENSG00000154548",226.996,86.305,94.603,236.646,118.116,218.684,43.313,151.114,198.171,157.685
"ENSG00000154553",645.684,394.365,469.447,682.79,295.346,488.186,300.167,340.667,635.261,641.21
"ENSG00000154556",1208.602,967.054,800.127,1208.729,802.334,983.009,507.252,1127.013,1475.917,1910.78
"ENSG00000154582",1813.718,1119.013,997.639,1951.962,862.014,1458.256,768.477,1160.606,1449.769,1268.088
"ENSG00000154589",210,52,51,206,26,53,80,75,91,107
"ENSG00000154608",45.351,30.553,27.554,33.431,26.103,48.973,17.745,37.555,24.894,26.929
"ENSG00000154611",1,1,0,12,2,0,0,1,0,1
"ENSG00000154620",0,1,84.001,146.996,86.001,0,0,135,132,84
"ENSG00000154639",1231.425,652.72,685.882,833.279,448.119,1097.337,311.918,872.813,1350.649,963.081
"ENSG00000154640",663.149,315.082,248.154,497.081,162.569,400.28,238.136,305.342,469.876,484.136
"ENSG00000154642",1958,1634,1818.001,2072,1131,2699.001,949,1698,2613.001,2760
"ENSG00000154645",124,59,94,111,73,61,44,96,81.001,99
"ENSG00000154646",1.002,1,0,1,0,1,0,0,1,1
"ENSG00000154654",3005.001,1631,1902,3125,1533.001,3843,1153,2700,3195,3173.001
"ENSG00000154655",495.829,236.482,269.525,409.166,165.163,438.253,151.904,360.519,473.175,291.169
"ENSG00000154678",3388.652,3310.938,3383.34,4531.518,2285.987,6625.03,2209.233,4611.33,4872.746,4250.104
"ENSG00000154710",1447.588,1022.072,994.834,1725.869,917.742,1474.843,530.27,1090.965,1574.617,1134.014
"ENSG00000154719",515.962,297,307,533,261.965,460.991,218,333,453.995,394
"ENSG00000154721",1536.524,1096.041,1363.748,1680.072,732.445,1555.769,1233.394,1266.098,1511.074,1572.539
"ENSG00000154723",2288,1448,1526.002,2779,1192.999,2167.001,1311,1559,2093,2073.001
"ENSG00000154727",1077,637,741.558,1036.678,461,1023.572,515,940,1093.618,1346.757
"ENSG00000154734",4875.37,5584.942,1354.843,6509.228,1130.997,1819.026,2037.955,3379.952,6014.935,4636.594
"ENSG00000154736",50,60,14,64,34,80,22,56,53,59
"ENSG00000154743",417.078,227.96,357.777,503.699,264.232,458.476,209.465,334.578,430.527,456.602
"ENSG00000154760",267.296,46.53,82.462,100.157,61.86,167.46,65.326,139.426,95.243,100.079
"ENSG00000154764",37.013,97.056,114.005,87.996,84.912,104.47,71.005,102.469,116,54
"ENSG00000154767",1498.001,1284.999,1475.998,2048,962.999,1894.709,970.999,1656.999,1877.628,1577
"ENSG00000154781",603,386.999,453.001,723.001,325,643,498,538.001,590,676
"ENSG00000154783",432.729,187.296,356.494,506.188,209.338,341.073,460.732,375.97,411.633,488.179
"ENSG00000154803",1870.44,1344.128,1848.085,3265.485,1412.662,3680.565,3030.894,2232.756,2194.147,3284.804
"ENSG00000154813",935,610,589.001,1110,453.001,886,496.001,805,873.999,1057.001
"ENSG00000154814",343,221,260,361,198,361,172.999,303.001,323,341.001
"ENSG00000154822",441,272,294,499,360,549,156,407,459,331
"ENSG00000154832",1144.001,813,1067.998,1447,763.999,1442.999,1283,1282.001,1061.001,1168
"ENSG00000154839",74.215,26.512,34.469,48.264,29.493,50.328,32.148,37.214,35.887,59.755
"ENSG00000154845",1677.225,868.001,967.937,1504.11,674.152,1376.286,707.824,1275.165,1379.997,1536.951
"ENSG00000154856",1175.881,1170.752,1068.521,1181.751,699.759,1276.566,791.24,969.959,1335.159,1338.836
"ENSG00000154864",1846,1633.999,1581,2845.003,1128.962,3163,1727,3231.999,3302,2833.001
"ENSG00000154874",867.047,284.737,339.467,565.004,448.439,361.462,267.107,590.257,549.899,584.136
"ENSG00000154889",1065.222,560.434,746.952,1044.582,502.732,1006.184,379.321,832.157,972.884,760.354
"ENSG00000154898",189.39,180.54,170.866,236.4,157.796,314.368,249.073,372.085,246.714,443.42
"ENSG00000154914",61,56,58,74,36,60,43,47,65,78.001
"ENSG00000154917",7155.999,3872,3906,8895,6147,6599,1773,5533,6176.999,3149
"ENSG00000154920",62,16,27,24,21,61,9,40,40,23
"ENSG00000154928",213,137,147,463,266,379,82,227,351.999,231
"ENSG00000154930",2335.456,1780.52,2270.261,1791.152,1267.707,2673.055,1250.858,1706.852,2202.503,2085.546
"ENSG00000154945",8086.099,7408.431,7174.896,9660.469,4827.625,9703.725,6737.3,8698.746,9954.858,11823.223
"ENSG00000154957",240.927,180.852,206.001,292.02,129,241.822,98.667,192.292,248.948,228.97
"ENSG00000154975",780,398,653,1434,1112,880.001,253.001,768.999,792,584.999
"ENSG00000154978",3066.757,1690,1603.999,2761.435,1280.001,2397.999,1543.835,1810,2256.001,2200
"ENSG00000154997",56.183,40.775,56.372,66.455,30.106,43.584,54.839,57.809,100.155,127.196
"ENSG00000155008",999.441,734.403,674.848,1096.132,454.855,1042.231,413.909,634.385,848.367,879.561
"ENSG00000155011",135,95,44,104,42,87,81,124,154,213
"ENSG00000155016",700,390,509,819,362.999,739.001,274,492,609,680
"ENSG00000155026",20.44,26.227,38.708,49.353,14.133,31.639,19.338,21.039,27.725,51.968
"ENSG00000155034",348.614,268.686,276.676,495.442,231.896,496.451,245.172,354.866,402.344,367.128
"ENSG00000155052",123,70,89,218,201,175,27,171,172,73.219
"ENSG00000155066",98.959,85.255,132.193,168.674,79.994,150.723,64.523,109.277,124.887,116.302
"ENSG00000155070",1.034,0,0,0,1,0,0,0,0,0
"ENSG00000155085",474.28,351.789,378.717,623.221,278.632,534.427,251.317,503.702,543.927,715.319
"ENSG00000155087",1,0,0,0,0,0,1,0,0,0
"ENSG00000155090",505,186,175,330,113,148,167,236,300,326
"ENSG00000155093",2813,1713,1462,3540.999,2286.262,3203,613,2259.855,2838,1584.081
"ENSG00000155096",4801.008,2812.999,2942.73,5081.009,2376.026,4554.246,1915.011,3462.004,4811.844,4295.944
"ENSG00000155097",3722.819,1542.583,1797.04,4211.047,2252.884,3435.282,1059,2868.208,3174.045,2211
"ENSG00000155099",1097.999,700.999,642.001,1160,601,1095.001,486,845,1128,992
"ENSG00000155100",750,404,450.001,694,317,691,297,551.001,711,665
"ENSG00000155111",2699.937,1778.658,2083.644,2674.83,1463.054,2845.661,1231.783,2766.531,3404.642,2895.055
"ENSG00000155115",1314.915,725,715.971,1176,469,981,706.97,835,994.98,1136.372
"ENSG00000155158",694.931,349.081,355.275,795.424,394.962,598.427,183.96,450.398,601.719,562.948
"ENSG00000155189",1927,1253,1291,1624,790,1655.999,608,1572,1824,1575
"ENSG00000155229",1529,731.001,932.001,1383.999,805,1391,540,1200,1323.001,909.001
"ENSG00000155249",0,0,0,0,0,0,0,1,0,0
"ENSG00000155252",1305.768,654.678,723,1407,795,1069.303,417,836.66,960,698.27
"ENSG00000155254",325,183,222,260,172,248.999,121,200,277,191
"ENSG00000155256",1426,983.001,1061.001,1959,971,1613,884.999,1163.999,1338.999,1280
"ENSG00000155265",1531,824,1337,1819,892,1625,844,1164,1356,1247.999
"ENSG00000155269",2.35,2.886,0,0,0,1.357,0,4.476,1.323,1
"ENSG00000155275",259.998,138.999,219.001,359.139,173,303,139,193,290,241.001
"ENSG00000155287",1506,1087.999,1036,1849.999,785,1396.999,899,937,1279.999,1199.001
"ENSG00000155304",2090,963,986,2052,902,1910,586,1735,1869,1658
"ENSG00000155307",525,131,102,263,91,212,151,261.001,231,254
"ENSG00000155313",942,508,510.999,1131.026,468.999,938.567,454,789.176,901.169,926.331
"ENSG00000155324",1770.394,1547.69,1789.033,2027.718,1077.982,2500.6,1521.2,1602.763,2303.855,2303.541
"ENSG00000155329",273.003,165.045,165.377,334.066,137.387,285.999,181.731,221.999,282.966,380.961
"ENSG00000155330",198.592,128.918,164.949,265.954,96.764,191.998,136.169,179.755,209.005,288.794
"ENSG00000155363",730,363.972,509.993,799.017,346.114,642.036,452.938,535.481,559,501.043
"ENSG00000155366",4110.386,1706.383,2050.852,3375.905,1251.903,2070.499,2027,1821,2289.555,2193.523
"ENSG00000155367",169.09,145.07,71.568,186.404,90.075,95.084,38,92,97.655,63.45
"ENSG00000155368",6020.002,3307.001,4331.999,6734,2554,6103,5568,5503.999,5981,5073.001
"ENSG00000155393",676.82,277.162,316.261,639.592,213.455,485.868,184.555,376.949,508.01,416.384
"ENSG00000155428",37.994,28.775,45.205,49.106,22.173,41.911,5.625,46.979,34.671,18.524
"ENSG00000155438",645.827,346.712,354.911,640.903,219.955,512.048,225.759,430.877,521.561,510.472
"ENSG00000155463",1867.577,897.242,1038.27,1770.948,872.989,1296.609,684.171,1116.116,1372.739,1093.62
"ENSG00000155465",638.418,115.042,180.862,414.623,132.487,256.259,314.702,336.634,294.588,240.694
"ENSG00000155495",0,0,2,1,1,8,1,2,2.024,1
"ENSG00000155506",7126.002,3622,4380.001,7464,3938,6768.001,3542.999,5586.999,6098.001,5212.001
"ENSG00000155508",1735,1285.001,1187,2026.001,729.001,1842.999,1439.001,1589.001,1837.999,2176.999
"ENSG00000155511",1126.029,468,439.999,1539,848,1455.001,200,813,1290,708
"ENSG00000155530",14,7,10,15,7,12,7,7,6,18
"ENSG00000155542",195,185,223,262,124,266,119.001,196.001,216,208
"ENSG00000155545",592.999,350,413,691.999,299,688,334,553.001,655.001,778
"ENSG00000155561",1365,565,613.998,1243,528.993,993,559.001,870.001,1031.209,908.875
"ENSG00000155592",341,223,251,438,210,393,129,350,395,322
"ENSG00000155621",343.975,285.639,256.359,405.812,213.343,382.728,218.539,330.678,420.884,410.012
"ENSG00000155622",0,0,0,0,0,0,0,0,1,0
"ENSG00000155629",1124,192,177,912.001,144,352.001,317,550.999,426.764,328.024
"ENSG00000155636",314,195.998,242.999,367.999,209,297.999,84.999,239,327,267.001
"ENSG00000155657",198.101,190.667,333.905,320.226,255.202,555.156,107.696,222.753,243.576,330.567
"ENSG00000155659",2355,447.999,428.999,1280,294,530,1368.001,826,687.999,1082
"ENSG00000155660",2618,1015,1075,2647,887,1659,1414,1376,1719,2167
"ENSG00000155666",128,93,117,172.999,100,141,41,103.999,178.999,83
"ENSG00000155714",3,2,4,1.143,5.999,8.005,5.994,2.96,4,4.007
"ENSG00000155719",23.915,17.807,13.688,33.079,14.577,18.959,25.562,26.803,34.94,19.809
"ENSG00000155729",633.565,434.452,549.521,690.303,311.156,739.978,391.225,607.879,712.101,663.074
"ENSG00000155744",1149.525,705.361,697.746,1588.728,732.595,1462.939,496.194,856.155,1286.566,1402.325
"ENSG00000155749",35.706,28.999,64.797,93.089,60.805,58.093,64.992,62.695,67.898,155.714
"ENSG00000155754",46,30,27,33,20,30,5,23,45.001,17
"ENSG00000155755",944.001,563.999,583,950,553,968.001,237.999,701.002,931.999,745
"ENSG00000155760",227,105,173,245,73,261,234,278,148,294
"ENSG00000155761",60,17,104.001,126,70.001,33,60,74,79,217
"ENSG00000155792",662,644,735,927,459,1057,528,975,1047,787
"ENSG00000155816",1174.648,895.999,985.174,1611,745.063,1479,612.001,926,1325,1293.001
"ENSG00000155827",2268.999,1818.001,1880,2776,1360,2637,1422,2137,2664.001,2330
"ENSG00000155833",2.002,0,0,0,1.015,0,0,0.98,0,0
"ENSG00000155846",433.373,183.036,213.482,503.027,261.226,377.332,179.388,347.666,420.321,325.935
"ENSG00000155849",4351.537,3373.796,3261.134,5520.995,2816.032,5606.26,2909.536,4457.82,4625.98,4438.898
"ENSG00000155850",1206.017,509.936,382.55,1111.443,222.796,547.293,270.37,859.716,698.474,638.369
"ENSG00000155858",488.087,246.297,291.984,761.56,379.178,623.935,159.628,472.812,532.189,370.219
"ENSG00000155868",362,207.003,258,428.432,184,364,108,280,358,319
"ENSG00000155875",0,0,2,1,0,1,0,5,3,1
"ENSG00000155876",2679,1721,1752,3214,1459,2780,1213,2211,2426,2096
"ENSG00000155886",7178.049,5329.097,5557.834,7673.041,4697.966,9526.983,2752.737,6871.108,8310.966,6623.058
"ENSG00000155890",2,0,0,0,0,0,0,0,1,0
"ENSG00000155893",435.748,245.999,287.999,385.185,165,359.026,122.001,286.016,399.002,358.621
"ENSG00000155897",982,668,799,1179,659,1306.999,525.999,901,1095.999,777
"ENSG00000155903",677.001,370,438,889,322,671,298.001,531,690,900
"ENSG00000155906",397.207,252.259,261.47,494.373,258.625,373.64,133.437,292.372,359.984,282.114
"ENSG00000155918",3.18,0,0,0,0,0,1,0,0,0
"ENSG00000155926",1389.999,365,304.001,1202.001,236.001,504,531.999,648,659.999,749.999
"ENSG00000155957",1596.278,926.2,1012.676,1416.067,570.357,1405.433,556.078,1068.902,1481.051,1362.689
"ENSG00000155959",2285.999,1505,1408,2377,1095,2083,835,1720.999,2319,2093
"ENSG00000155961",826,387,375,825,402,748,365,675,769,651
"ENSG00000155962",202,101,108,383,68,209,294.001,195,193,390
"ENSG00000155966",382.001,125,155,424.999,355,526,39,371,374.999,171
"ENSG00000155970",846.001,566,540.001,1105.999,545,995.001,226,642,985,837.999
"ENSG00000155974",114,56,67.999,191.999,90.001,168.999,19,78,132,94.999
"ENSG00000155975",959,564,638.001,1039.999,439,890,397,692,874,943
"ENSG00000155980",8892,4303,5396,14411,7630.001,10100,5326,8386,9553,6367
"ENSG00000156006",13,1,0,5,0,4,0,0,2,4
"ENSG00000156009",0,0,0,1,0,0,0,0,0,0
"ENSG00000156011",4043.003,2562.999,2109,4220.003,2120,5001.1,1057.994,3024,4299.005,2966.19
"ENSG00000156017",212,135,133,314,119,213,98,213,271,292
"ENSG00000156026",297,203.001,195.001,383,167,337,155.982,244.999,321.882,338
"ENSG00000156030",1560.955,611.191,792.177,1368.065,596.507,1290.277,839.051,1043.43,1485.189,1282.906
"ENSG00000156042",382.926,206.84,418.7,442.414,254.505,432.647,113.544,396.503,432.944,474.203
"ENSG00000156049",76,94,137,177,23,78,46,123,126,137
"ENSG00000156050",733.161,493.494,627.457,940.017,607.302,805.875,251.547,640.936,783.822,484.211
"ENSG00000156052",4984,3044,3359,5684.875,2459.974,5201.854,2579,4444.972,5171.883,5715.945
"ENSG00000156076",62,38,39,28,35,56,31,40,45,73
"ENSG00000156096",5.033,5.759,2.384,2.01,1.027,2.345,0,4.093,6.276,3.139
"ENSG00000156097",180,100,94,262.001,177.001,222.001,30,162.999,197.001,76.001
"ENSG00000156103",480,249,344,709,263,542,198,382,569,524
"ENSG00000156110",698.007,370.001,389.031,691,326,604,264.999,509.047,586.431,510
"ENSG00000156113",2378.001,1100.999,1352,2427.999,1253.998,2461,865,1395.001,2136.001,1638.001
"ENSG00000156127",57,11,3,56,7,14,18,13,11,14
"ENSG00000156136",930.933,506,527,880,413,901.114,294,716,840,923.951
"ENSG00000156140",46,13,7,45,10,30,15,23,31,18
"ENSG00000156150",8,4,5,9,5,12,2,5,5,4
"ENSG00000156162",1479.438,985.39,1059.819,1490.302,670.42,1637.187,569.836,1326.791,1604.688,1604.833
"ENSG00000156170",416.821,250.685,302.73,496.332,215.602,431.152,211.065,326.638,350.479,387.533
"ENSG00000156171",750.001,471.001,496,860.999,272.999,790.001,400,577.001,751,718
"ENSG00000156172",170.308,120.158,148.714,213.158,104.36,179.086,85.109,154.429,252.456,234.24
"ENSG00000156194",12.168,4.857,1.179,16.696,4.219,20.227,14.397,10.898,10.083,16.432
"ENSG00000156206",5,6,9,16,12,12,2,11,10,36
"ENSG00000156218",640.716,526.737,620.407,796.6,424.959,730.805,554.229,670.243,769.4,966.07
"ENSG00000156219",107.017,110.886,136.728,185.755,57.47,226.021,56.132,178.422,139.508,192.855
